 news.128.t:0 "La caída de Berlín"
 news.288.desc:0 "[CHI.GetLeader] y [PRC.GetLeader] han emitido un comunicado conjunto en el que declaran que han dejado de lado sus diferencias para hacer frente al ataque japonés. Ambos bandos respetarán estrictamente el pacto de no agresión mutua mientras dure la guerra contra Japón y han jurado hacer todo lo posible para expulsar al invasor. Algunos caudillos también han declarado su apoyo y han puesto sus tropas al servicio de [CHI.GetLeader].\n\nHabrá que ver si estos acérrimos enemigos de la guerra civil china son capaces de colaborar. Muchos expertos consideran que esto no hará más que demorar la inevitable derrota de China."
 news.288.a:0 "Una alianza desesperada"
 news.288.b:0 "¡Esto no cambia nada!"
 news.288.c:0 "Una alianza inestable"
 yugoslavia.8.d:0 "[From.GetNameDef] exige que entreguemos el pleno control de nuestro país. Básicamente, todos los ciudadanos de Yugoslavia se convertirán en ciudadanos de [From.GetNameDef] o en uno de sus estados títere. Podemos mantenernos firmes y confiar en que llegue la ayuda, pero esta podría ser la única forma de evitar que masacren al pueblo yugoslavo."
 yugoslavia.8.a:0 "Debemos mantenernos firmes"
 yugoslavia.8.b:0 "Se salvarán muchas vidas"
 yugoslavia.9.d:0 "[From.GetNameDef] exige que cedamos territorio al nuevo gobierno croata, controlado por [From.GetNameDef]. También exige que realicemos reformas gubernamentales importantes, que nos permitirán gobernar a los ciudadanos de Yugoslavia, pero con unas políticas con una gran influencia [From.GetAdjective]. Podemos mantenernos firmes y confiar en que llegue la ayuda, pero esta podría ser la única forma de evitar que masacren al pueblo yugoslavo."
 yugoslavia.9.a:0 "Debemos mantenernos firmes"
 yugoslavia.9.b:0 "Se salvarán muchas vidas"
 britain.23.t:0 "La rebelión india"
 britain.23.d:0 "El Azad Hind, el gobierno en el exilio de la India libre, ha anunciado que es el momento de que los verdaderos patriotas se levanten en armas contra los gobernantes británicos. El destino de la India pende de un hilo y debemos tomar una decisión."
 britain.23.a:0 "¡Apoyaremos al Imperio!"
 britain.23.b:0 "¡Aprovecharemos la oportunidad!"
 germany.999.t:0 "Historia de dos ciudades"
 germany.999.desc:0 "Después de la aplastante victoria de las fuerzas alemanas, es el momento de destruir los últimos vestigios del gobierno bolchevique en Europa. Los nombres de Stalin y Lenin siguen deshonrando dos importantes ciudades del Lebensraum alemán, burlándose de los soldados que dieron su vida para recuperarlas. \n\nLa "Asociación de Veteranos de la Guerra Mundial" ha presentado al gobierno una propuesta para corregir esta infame situación."
 germany.999.a:0 "¡Honremos a los héroes de la última guerra!"
 germany.999.b:0 "¡Qué propuesta tan absurda!"
 generic.2.t:0 "[From.GetName] quiere unirse a [Root.GetFactionName]"
 generic.2.d.a:0 "En vista de las crecientes amenazas contra la libertad y los valores democráticos, los [alliance_applicant.GetAdjective] nos ven como los defensores de la libertad. Quieren que los admitamos en nuestra alianza, para disfrutar de nuestra protección y para ayudarnos a combatir los peligros que amenazan la democracia."
 generic.2.d.b:0 "Nuestros esfuerzos por derrocar el actual orden mundial no han pasado desapercibidos ante naciones de ideas parecidas. Los [alliance_applicant.GetAdjective] reconocen que su mejor opción para labrarse un futuro próspero consiste en unirse a nosotros en el conflicto venidero y, por tanto, nos han pedido formalmente hacer un frente común contra nuestros enemigos."
 generic.2.d.c:0 "[alliance_applicant.GetName] ha reconocido que debe unirse a sus repúblicas socialistas hermanas para fortalecer el lugar que ocupa el comunismo en el mundo. Tras aceptar nuestro liderato en la lucha internacional obrera, los [alliance_applicant.GetAdjective] piden ahora entrar formalmente en una alianza con nosotros."
 generic.2.d.e:0 "Mientras la actual agitación en la política internacional sigue resonando por el mundo, los [alliance_applicant.GetAdjective] estiman que nosotros representamos su mayor posibilidad de sobrevivir en estos tiempos tumultuosos. Por tanto, solicitan que los admitamos en nuestra alianza, para que podamos capear juntos la tormenta que se avecina."
 generic.2.a:0 "Todos los que luchan por la libertad y la democracia pueden apoyarnos."
 generic.2.b:0 "¡El mundo pertenece a todos los que somos fuertes!"
 generic.2.c:0 "Si estamos unidos, la evolución triunfará."
 generic.2.e:0 "¡Y la capearemos!"
 generic.2.f:0 "Estamos mejor sin ellos."
 generic.3.t:0 "[alliance_inviter.GetName] nos da la bienvenida a [alliance_inviter.GetFactionName]"
 generic.3.d:0 "[alliance_inviter.GetName] ha decidido aceptar nuestra solicitud de entrar en [alliance_inviter.GetFactionName]. Por tanto, triunfaremos o caeremos juntos."
 generic.3.a:0 "Juntos, defenderemos la democracia."
 generic.3.b:0 "¡Nadie podrá oponérsenos!"
 generic.3.c:0 "¡La lucha obrera no podría tener mejores campeones!"
 generic.3.e:0 "Aparcaremos nuestras diferencias, por ahora."
 generic.4.t:0 "[alliance_inviter.GetName] nos deniega la solicitud de entrar en [alliance_inviter.GetFactionName]"
 generic.4.d:0 "[alliance_inviter.GetName] ha decidido denegar nuestra solicitud de entrar en [alliance_inviter.GetFactionName]. Tendremos que arreglárnoslas sin su ayuda."
 generic.4.a:0 "¿Y se hacen llamar defensores de la libertad?"
 generic.4.b:0 "¡Pues también los aplastaremos!"
 generic.4.c:0 "¡Su revolución está corrompida!"
 generic.4.e:0 "Teníamos diferencias demasiado grandes."
 news.289.t:0 "[alliance_applicant.GetName] entra en [alliance_inviter.GetFactionName]"
 news.289.d:0 "Hace unas horas, [alliance_inviter.GetName] y [alliance_applicant.GetName] han emitido una declaración conjunta en la que se concede a esta última el estatus de miembro de [alliance_inviter.GetFactionName]. Queda por ver si esta alianza se utilizará a efectos de ataque o de defensa, pero no hay duda de que ya están realizando una extensa planificación militar conjunta."
 news.289.a:0 "Juntos, somos más fuertes."
 news.289.b:0 "Buscan la fuerza del número."
 news.289.c:0 "¡Esto no les servirá de nada!"
 news.289.e:0 "La guerra se recrudece..."
 news.289.f:0 "Nuestra alianza se hace más fuerte."
 generic.5.t:0 "[From.GetName] invita a [Root.GetName] a [From.GetFactionName]"
 generic.5.d.a:0 "Con una mirada suspicaz puesta en los recientes acontecimientos en la política mundial, [alliance_inviter.GetName] nos tiende una mano en gesto de amistad, nos ofrece su protección y nos insta a defender junto a ellos los principios de la libertad y de la democracia. Como miembros de [alliance_inviter.GetFactionName], la libertad de nuestro pueblo podría quedar bien protegida."
 generic.5.d.b:0 "Reconociendo que algunas veces hasta los fuertes necesitan aliados, los [alliance_inviter.GetAdjective] nos han invitado a entrar en [alliance_inviter.GetFactionName]. Si aceptamos, puede que esto nos dé una gran oportunidad de encontrar nuestro lugar bajo el sol."
 generic.5.d.c:0 "Nuestros aliados ideológicos de [alliance_inviter.GetName] han tomado buena nota de nuestras valiosas contribuciones a la causa obrera. Esta mañana hemos recibido una invitación para entrar en [alliance_inviter.GetFactionName]. Junto a otras repúblicas socialistas, podríamos propagar la revolución con fuerza renovada."
 generic.5.d.e:0 "Parece ser que los [alliance_inviter.GetAdjective] nos consideran de interés estratégico para ellos y estiman beneficioso que cooperemos, en vez de dejar que nuestras diferencias ideológicas nos dividan. Esta mañana, el embajador [alliance_inviter.GetAdjective] nos ha entregado una invitación para que nos convirtamos en estado miembro de [alliance_inviter.GetFactionName]."
 generic.5.a:0 "Plantaremos cara a su lado."
 generic.5.b:0 "Solo necesitamos unos cuantos miles de muertos..."
 generic.5.c:0 "¡Lucharemos junto a nuestros camaradas!"
 generic.5.e:0 "Es la opción más provechosa."
 generic.6.t:0 "[alliance_applicant.GetName] acepta la invitación a [alliance_inviter.GetFactionName]"
 generic.6.d:0 "[alliance_applicant.GetName] ha decidido aceptar nuestra oferta de entrar en [alliance_inviter.GetFactionName]. Por tanto, triunfaremos o caeremos juntos."
 generic.7.t:0 "[alliance_applicant.GetName] rechaza la oferta de entrar en [alliance_inviter.GetFactionName]"
 generic.7.d:0 "[alliance_applicant.GetName] ha decidido rechazar nuestra oferta de entrar en [alliance_inviter.GetFactionName]. Tendremos que arreglárnoslas sin su ayuda."
 generic.7.a:0 "No quieren nuestra ayuda."
 news.290.t:0 "Otto acepta la corona de Hungría"
 news.290.desc:0 "En busca de un rey apropiado, el reino de Hungría extendió una invitación a Otto de Habsburgo para regresar a las tierras que hasta hace poco fueran gobernadas por su familia. Otto, que había vivido en el exilio por toda Europa Occidental desde la Gran Guerra y la disolución del imperio de su padre, optó por aceptar la oferta. Y hoy, entre grandes fanfarrias y celebraciones, ha sido coronado rey de Hungría en una ceremonia solemne en el palacio real de Budapest.\n\nDurante el discurso de su coronación, el rey Otto ha dado las gracias al pueblo húngaro por su lealtad y devoción, ha jurado que volverá a ver unidas las tierras de los Habsburgo y ha prometido que esta vez Hungría será la parte constituyente dominante."
 news.290.a:0 "Ya no seremos un reino puramente nominal."
 news.290.b:0 "Decir eso es peligroso..."
 news.290.c:0 "¡Empieza la carrera por Austria!"
 news.290.e:0 "¿Resurgirá el imperio?"
 news.291.t:0 "Austria decide unirse a Hungría"
 news.291.desc:0 "Ante la insistencia de los húngaros, Austria ha celebrado un referéndum sobre la posible reunificación de las dos naciones bajo la corona de los Habsburgo. Casi se ha completado el recuento, pero ya queda claro que el resultado es una mayoría aplastante a favor de la reunificación. No se ha informado de irregularidades en el proceso de votación y el gobierno austríaco se ha visto obligado a reformarse para convertirse en un gobierno regional del Estado húngaro.\n\nAunque el pueblo húngaro ha acogido la noticia con gran alegría, es posible que las repercusiones políticas del referéndum dejen heridas profundas en toda Europa."
 news.291.a:0 "No hemos olvidado nuestros vínculos fraternales."
 news.291.b:0 "Esto tendrá sus repercusiones..."
 news.291.c:0 "Aún hay que llenar el vacío de poder que dejara el imperio..."
 news.292.desc:0 "Ante la insistencia de los húngaros, Austria ha celebrado un referéndum sobre la posible reunificación de las dos naciones bajo la corona de los Habsburgo. Casi se ha completado el recuento, pero ya queda claro que el resultado es una mayoría aplastante a favor de la reunificación. Se ha informado de graves incoherencias, fraude electoral y amaño de elecciones, pero las autoridades austríacas han hecho caso omiso de estas reclamaciones y han empezado a reformar la administración para convertirse en un gobierno regional del Estado húngaro.\n\nAunque el pueblo húngaro ha acogido la noticia con gran alegría, es posible que las repercusiones políticas del referéndum dejen heridas profundas en toda Europa."
 news.292.a:0 "Los lazos fraternales y unos cuantos sobornos..."
 news.292.b:0 "¡Ese era nuestro plan!"
 news.292.c:0 "Aún hay que llenar el vacío de poder que dejara el imperio..."
 news.292.e:0 "¡Esto es una afrenta para la democracia!"
 news.293.t:0 "Austria vota en contra de la reunificación"
 news.293.desc:0 "Ante la insistencia de los húngaros, Austria ha celebrado un referéndum sobre la posible reunificación de las dos naciones bajo la corona de los Habsburgo. Casi se ha completado el recuento, pero ya queda patente que la reunificación es inalcanzable. Por tanto, el gobierno ha decidido declararse en contra de una unión entre Austria y Hungría.\n\nFiel al espíritu demócrata y al respeto por la autodeterminación, Hungría ha aceptado el resultado y ha decidido no seguir presionando para conseguir sus propósitos."
 news.293.a:0 "Pero qué lástima."
 news.293.b:0 "¡Nuestra independencia está asegurada!"
 news.293.c:0 "Excelente... Ahora nos toca a nosotros."
 news.293.e:0 "Así pues, el imperio ha caído para siempre."
 news.294.t:0 "Austria vota en contra de la reunificación"
 news.294.desc:0 "Ante la insistencia de los húngaros, Austria ha celebrado un referéndum sobre la posible reunificación de las dos naciones bajo la corona de los Habsburgo. Casi se ha completado el recuento, pero ya queda patente que la reunificación es inalcanzable. Por tanto, el gobierno ha decidido declararse en contra de una unión entre Austria y Hungría.\n\nNo obstante, Hungría ha acusado al gobierno austríaco de amañar las elecciones para que fueran adversas a la reunificación. Ha declarado que no rehuirá utilizar la fuerza para proteger el anhelo del pueblo austríaco de reunificarse con sus hermanos húngaros. Ambos bandos empiezan a movilizarse y la guerra parece inevitable."
 news.294.a:0 "¿Qué representan algunas muertes para un imperio?"
 news.294.b:0 "¡Defenderemos Viena hasta el último hombre!"
 news.294.c:0 "Esto desbarata todos nuestros planes..."
 news.294.e:0 "Esperemos que el conflicto no se extienda."
 news.295.t:0 "Restablecimiento de Austria-Hungría"
 news.295.desc:0 "Completada la reunificación de Austria y Hungría, el gobierno húngaro ha convocado a la prensa internacional en Budapest y ha anunciado el restablecimiento del Imperio Austrohúngaro.\n\nEl rey Otto ha adoptado su legítimo título de emperador de Austria y ha reiterado su promesa de que, pese que el imperio sea una sombra de lo que fuera, no descansará hasta que se hayan reunificado todas las tierras de los Habsburgo. No hay duda de que sus vecinos miran lo que ocurre en Budapest con ojos suspicaces."
